,robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z
1526716582.31,0.1699785417276777,0.4125890720521206,0.04030001640319823,-0.0656999953836202,-0.12090003967285157,0.009399999976158143,0.012059999853372576,0.006080000102519989,0.04488641952218351,0.03241532130921309,0.005578229486518541,0.0004841379501244309,-0.0003777355429138425,0.0047714361040619,-0.01072664397934556,0.006776057442600779
1526716582.41,0.16294380444161266,0.4199521726542933,0.022700014114379885,-0.05929999433457846,-0.12650001525878907,0.00961999997496605,0.012239999920129778,0.006180000081658363,0.04308042429575682,0.03062768435164943,0.002554322223306039,0.0007419782816221101,-0.002568931152373802,0.002557949473747478,-0.007094624487145007,0.00573263326498313
1526716582.51,0.14918216939434747,0.4250325598415724,0.022500009536743165,-0.03989999376237386,-0.11949996948242189,0.00969999998807907,0.012359999865293504,0.006400000080466271,0.03717182940816331,0.029786303559298597,0.005193851746268616,-0.0027668189621616445,-0.0029344908993347977,0.00024379439950250018,-0.014317162491102505,0.0025319880433744522
1526716582.61,0.11960273733606933,0.4200840232990358,0.02029999732971191,-0.005099993944168031,-0.10150001525878907,0.009780000001192094,0.012520000040531158,0.005260000042617321,0.03708405600011206,0.028108632135043804,0.003779477216281451,-0.008247756775558,-0.0015024558073559024,-0.006508795010672168,-0.011565525140589875,-0.0028569982758483723
1526716582.71,0.1131389823762756,0.41275105673671425,0.0039000034332275398,-0.0006999945640563318,-0.08850006103515626,0.009759999960660935,0.012320000082254411,0.004900000058114529,0.035523050246346395,0.02573002234606102,0.006178583966056261,-0.006371531786450237,0.00100582208447801,-0.0038232393423064427,-0.017604900625869172,0.0025652954569067685
1526716582.81,0.12054487462977459,0.4065313450315781,-0.0007000064849853552,-0.04249999687075609,-0.06910003662109376,0.009520000070333483,0.012200000137090683,0.004840000085532666,0.04142059973538392,0.030220085806599642,-0.0001588717175743451,-0.0055262616909456325,0.00014360525580484822,-0.006974736422190162,-0.00790739003975853,-0.0008110964221994571
1526716582.91,0.1045328929233495,0.40208947040147747,-0.0165000057220459,-0.05749999687075609,-0.038700027465820325,0.009340000152587891,0.01216000020503998,0.004700000099837781,0.049213814482860566,0.03736528286154116,-0.002617060426035862,-0.0043766740350885125,-0.0014866128720194955,-0.005804539651549017,-0.0007828983957849645,0.003770662732688917
1526716583.01,0.10913792033556502,0.3936025680535762,-0.029099988937377932,-0.07369999811053271,-0.008700027465820312,0.009180000126361847,0.012020000219345094,0.0041600000858306885,0.04937975415138751,0.03536642497704743,-0.006637619449039983,-0.0060537793836666805,-0.0020093332937928783,-0.009771429126201148,0.00820424168635845,0.0033107330923384066
1526716583.11,0.11466828849629822,0.3887548690092172,-0.02349997520446777,-0.0902999977767467,-0.0043000030517578135,0.00886000007390976,0.011820000112056733,0.004740000106394291,0.04448861285714865,0.03498571504377694,-0.0078031377547190875,-0.004221934523051926,-0.0016937924622352726,-0.010295815308575143,0.010427979944635471,0.013212564557799046
1526716583.21,0.10798378555382102,0.38865357795929045,-0.008899984359741212,-0.07069999739527696,-0.012699966430664062,0.00886000007390976,0.01194000005722046,0.004400000087916851,0.04350914842892972,0.0367414376863596,-0.010638955125221419,0.0011330665426864115,-0.002518200672163196,-0.007882682979672337,0.015803133898432305,0.020227111155521907
