,robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z
1526717543.95,0.20091866690049479,0.4019475645054912,-0.05590001106262204,-0.125900000333786,-0.08679992675781235,0.008560000061988832,0.011840000152587892,0.006500000134110451,0.028324559810496055,0.024231834764853112,0.002152251400285303,0.0018677175395844059,-0.0015410275693085872,0.0012314175419683546,-0.0029382941226348655,-0.0037629051398961966
1526717544.05,0.21922760418141035,0.4321519772425794,-0.05770000457763669,-0.13630000114440916,-0.10619995117187486,0.008379999995231629,0.013260000050067904,0.007000000104308129,0.026697737271171057,0.022162830655427068,-0.00022831778899341088,0.0030113348280314603,-0.0014772733302566587,0.002942977193827313,-0.0004027759141234785,-0.003849497629925938
1526717544.15,0.22495143371859022,0.4592574254589276,-0.04110000610351559,-0.12570000141859056,-0.14359992980957018,0.007599999979138375,0.014780000001192093,0.007580000162124634,0.02972190573249163,0.023913008108077324,0.005190232025430526,0.0033236449737415693,0.0020779194798912345,0.0031901833483770703,-0.01167153251904764,-0.004038707982550289
1526717544.25,0.23523182699022066,0.46096273952436606,-0.055500011444091765,-0.14430000096559525,-0.1347999572753905,0.007079999968409538,0.014839999824762345,0.00810000017285347,0.03139560219659534,0.022995292049739293,0.003479001123938688,0.005871391567925937,0.0012539307615481233,0.0033307367164298763,-0.0073552003914652275,0.000982824760323826
1526717544.35,0.22804059943602084,0.44811036303155083,-0.030500011444091764,-0.1644999983906746,-0.09099990844726548,0.007040000036358834,0.014279999732971192,0.007960000112652778,0.036290398234487216,0.02712782695286228,0.00210901964557467,0.009034858723630338,0.0015652565583716713,0.0029327034694053918,-0.005940759166753658,0.008659293739967718
1526717544.45,0.2570102429533091,0.47118164643943444,-0.020300006866455042,-0.19149999886751176,-0.12999992370605454,0.007480000033974647,0.015159999877214432,0.008060000017285348,0.03678411658077014,0.027700445885106673,0.0018315770969528009,0.007099713241839757,0.0018582046373094234,0.0006309589609630494,-0.005019708237823073,0.006822637782903749
1526717544.55,0.23343328258230217,0.4435093413983497,0.013699989318847692,-0.18309999853372574,-0.09879989624023423,0.007899999991059304,0.013359999954700472,0.00794000007212162,0.03329182336957746,0.03176607630668465,0.0016206603537142214,0.0037546585496340042,0.001249059897202112,0.001134846121757339,-0.0025300825163367224,-0.0004374072253446248
1526717544.65,0.23770549397310353,0.41435409546516844,0.06189998626708988,-0.1956999981403351,-0.04939994812011705,0.008819999992847443,0.011420000046491623,0.00756000004708767,0.03225399505839046,0.029880671326460235,-0.0019211260506037152,0.005316516323021299,-0.002937870507348047,0.0031270182175292417,0.007092767674088726,-0.00033128616333708266
1526717544.75,0.23457112244473757,0.4003918457751911,0.06889999389648441,-0.19489999815821646,-0.029799957275390483,0.00934000000357628,0.010720000118017197,0.0069600000232458124,0.02986156462615566,0.02972281393533053,-0.0007101704290718551,0.005875111069215767,-0.0008229079678552912,0.00510242714706821,0.002487923688819921,0.0032411920549875314
1526717544.85,0.22878746987322196,0.40665169052015665,0.027899990081787146,-0.18489999815821648,-0.03699996948242173,0.009539999961853026,0.010960000157356263,0.006800000071525574,0.029873857344321318,0.03242083257129988,0.0022871384744841813,0.005261502508772533,0.0005436070190646082,0.004741623739683958,-0.006171307205894087,0.00423784282547592
1526717544.95,0.24810296356493136,0.4143462501946495,-0.005300006866455043,-0.17209999844431878,-0.051999969482421735,0.009220000058412553,0.011520000100135805,0.006720000058412553,0.028168491687086367,0.028930360350555753,4.2391747861552764e-05,0.006295513211186498,0.0005378406470602478,0.0036835917149396105,-0.001532859209307027,0.009789277227580311
1526717545.05,0.2657487317123516,0.4363918152265557,-0.03590000152587887,-0.16149999901652337,-0.0909999847412108,0.008560000061988832,0.013280000239610673,0.006580000072717667,0.027923928927548615,0.023413948247636273,-0.0009934926910573241,0.007389744610464559,0.000376474181671182,0.0011604738865132885,-0.0017062505530043115,0.016927267681663947
1526717545.15,0.2156707304412657,0.43447215640570197,-0.0845000076293945,-0.11969999834895133,-0.10359992980957018,0.008500000089406969,0.013420000225305559,0.00630000002682209,0.03205504563769233,0.028789137383048252,-0.004065361106638248,0.007052708295650644,-0.0008627180614157134,-0.001237230712199326,0.0052261700647816545,0.01913089303859611
1526717545.25,0.2025706939639812,0.42718809051476697,-0.11070001602172848,-0.09929999887943267,-0.09819992065429672,0.008320000022649765,0.013120000213384629,0.00632000006735325,0.030823715803320356,0.026238350879351835,-0.003525582908773515,0.006566504710771616,-0.0019062702781095695,-0.0011690538477612889,0.006419226447507612,0.016214977660853176
1526717545.35,0.22565886725665973,0.440686226199427,-0.11110001564025876,-0.07930000126361846,-0.1401998901367186,0.00773999996483326,0.01406000003218651,0.006220000013709069,0.03212737227169878,0.025916882603313526,-0.0036687015437364768,0.001635632120202022,-0.0012276057915981673,-0.0028700285741210746,0.007318241834006168,0.002813507562526572
1526717545.45,0.1869111057454374,0.42310543623857083,-0.06670001029968259,-0.06129999935626983,-0.12039985656738267,0.007679999992251396,0.013419999927282334,0.005840000063180925,0.037759870826229204,0.03125333019082303,0.00031954926081848023,0.0026565882284101104,-0.00043023755714506097,0.0018882533200533136,-0.0013632496711321364,0.0006984491438273978
1526717545.55,0.16787073200100805,0.4004395451163373,-0.049900007247924774,-0.07209999859333037,-0.07199989318847642,0.008300000056624414,0.011939999908208848,0.005639999955892564,0.04023503912311955,0.03220255338118486,0.0008347561420728434,0.0006340497384012746,-0.00020242913685040764,0.0010293071965979048,-0.0009911029399443207,0.0010582625941186778
1526717545.65,0.16362520377286474,0.4090673497562678,-0.05490000724792477,-0.046300001740455614,-0.06439994812011704,0.00811999998986721,0.012719999849796297,0.005339999943971635,0.0287742077887111,0.021408914688080812,0.005358053239669918,-0.002266520320367568,0.0032147385768080206,0.00035472644747081786,-0.011987541150238423,-0.006175686883800155
1526717545.75,0.18668749266906848,0.4428499636154651,-0.06350000381469724,-0.03810000240802764,-0.12019996643066393,0.007820000126957893,0.014699999988079072,0.005119999870657921,0.040029365298855674,0.030172935118660947,0.0013465047100542438,-0.00014806109676920648,0.0013383885396399272,-0.00046060260210084656,-0.0033025636677781692,-0.002770844089118123
