,robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z
1527169495.1,0.14934301343428563,0.21670944571399173,-0.09699999332427978,-0.05229999661445614,-0.05619995117187515,0.001560000013560057,0.006560000181198121,-0.005420000031590462,0.05658810491774728,0.03398029850188856,-0.005078249236498966,-0.003863220966478921,-0.0014747226001930202,-0.0007985954450504089,0.009360822039035259,-0.00705641826468086
1527169495.2,0.1503253731478695,0.2168020857864998,-0.09359999179840087,-0.06909999728202817,-0.03819992065429702,0.0014800000004470347,0.0067600001394748695,-0.0051600000262260436,0.05276999505599789,0.03404717006611462,-0.0031918305654636257,-0.0017990103596196296,-0.001794707583776915,-0.0018596608659331804,0.006324419316282314,-0.004832259821852133
1527169495.3,0.15164062633053849,0.22293978551779087,-0.10039999485015869,-0.056299997568130464,-0.03359992980957045,0.0014199999906122683,0.006780000180006027,-0.005520000085234642,0.04778013326195984,0.026230892269769206,0.0015269871563418954,-0.0009030149558313994,-0.0019237056970577726,-0.004055982849193754,-0.0018165620621518053,-0.004232760082773582
1527169495.4,0.1589204609868882,0.22557967071233753,-0.11339999675750731,-0.03649999976158139,-0.035599975585937645,0.0013199999928474428,0.006800000071525574,-0.005680000185966492,0.04835386411745905,0.029577685785335654,-0.0008950774233540787,-0.009219251385274997,-0.0004295394776417385,-0.004062631280476809,-0.0012495521668747349,-0.016138835737325267
1527169495.5,0.17889644525734938,0.23061431067948351,-0.14719999790191649,-0.05370000243186948,-0.042200012207031394,0.001480000000447035,0.00694000005722046,-0.005800000205636024,0.047449032629134316,0.025743333552502242,-0.0014860746354602074,-0.008836056496589613,0.0016055723007229485,-0.00375791885664536,0.0008065340335948698,-0.01010124760198761
1527169495.6,0.16769329979436734,0.23197105589666794,-0.14679999828338622,-0.02530000329017636,-0.04520004272460952,0.001360000018030405,0.006900000125169755,-0.005960000157356263,0.03483844739908938,0.019502102681138358,0.0012869106945109878,-0.0033678250943626133,0.003567435098981217,-0.0007344353841192849,-0.004786885077349702,-0.003917558549595527
1527169495.7,0.15016998980196594,0.23536942860499527,-0.1312000036239624,-0.011500002145767178,-0.05600006103515639,0.0014000000059604645,0.006680000126361847,-0.006460000202059746,0.042078427481576454,0.025609968509708467,9.901337078494301e-05,0.0012285141431678378,0.0006469713302142052,0.0003659173662356165,0.00017140877981473585,0.004900134656145461
1527169495.8,0.12912403348252563,0.23622086692106173,-0.10139999866485594,0.0042999970912933685,-0.05900001525878921,0.001460000015795231,0.006580000072717668,-0.006580000147223473,0.039321607630538304,0.02855328697457204,0.00017954755172706563,-0.0026798598421383085,0.004307304408308347,-0.005974449024945149,-0.0019774060180313764,0.004628979507854634
1527169495.9,0.1719085097596439,0.24343049138829692,-0.1305999994277954,-0.02730000138282773,-0.0859999847412111,0.0017200000397861004,0.006600000113248826,-0.00688000001013279,0.03365269820228457,0.024566257663425434,0.0027642457850809666,0.0028017154107147666,0.0044082838733101645,-0.006295777751686423,-0.0044028748681542735,0.01076407806619075
1527169496.0,0.1988044903584008,0.24188969993710907,-0.1405999994277954,-0.07209999948740002,-0.06359992980957045,0.001460000032093376,0.006320000067353249,-0.00711999997496605,0.03515840446579189,0.02682872185199236,-0.0005677638212913661,0.0016136965121148102,0.0013629480108728119,-0.009142051971035053,0.0027290163631113473,0.01076951347671697
1527169496.1,0.21767043238968914,0.24538605917870376,-0.1403999948501587,-0.08729999929666515,-0.08459991455078139,0.0017800000100396574,0.006419999971985818,-0.00711999997496605,0.032648367519800436,0.026096604281384442,-0.0008290859526168112,0.001797258012295733,-0.0012851870110585839,-0.006404150309365643,0.004204317996374939,0.007961412840848826
1527169496.2,0.25432125165409825,0.24312576117808285,-0.16659999370574952,-0.08130000025033947,-0.11479995727539077,0.0019400000176392498,0.006559999957680703,-0.006759999915957451,0.0341227103632921,0.02409726350212031,-0.0005675734559296826,-0.00718639807738114,0.0019122790550342,-0.01307166307328432,0.000770411678459818,-0.003425344849873395
1527169496.3,0.2881584134396777,0.2462070504396103,-0.18179999828338625,-0.11070000082254407,-0.14639999389648453,0.002260000032838434,0.006919999942183495,-0.006459999904036523,0.03483622591408608,0.023268135925695828,-0.002923260321435798,-0.006712029968662813,-0.0005880930886447446,-0.008212435475860489,0.005699898735006406,-0.005494248268067737
1527169496.4,0.22270129436023503,0.23197037792809408,-0.10879999637603757,-0.08530000120401379,-0.10839996337890641,0.002560000044759363,0.005919999964535237,-0.006140000000596047,0.03411870913274923,0.02179041200959909,-0.005130813646667561,-0.0073801143175799885,-0.0034848811815302496,-0.008283042793485166,0.011459750356678036,-0.004023609556813638
1527169496.5,0.19217198382820222,0.2318900401231479,-0.09779999256134031,-0.04210000157356259,-0.1083999633789064,0.0026000000443309546,0.005979999937117101,-0.006080000028014183,0.029478662046811238,0.02005220717365912,-0.0031435926388711714,-0.006859881085797217,-0.0021477672422354124,-0.007740679694956084,0.006759472964198586,-0.0079801950908611
1527169496.6,0.17767113222929506,0.22306658175487268,-0.10739999294281005,-0.03090000271797177,-0.07619995117187515,0.0022600000631064175,0.005679999925196171,-0.005980000048875809,0.03153430265079225,0.0228645721185204,-0.0033780662750094704,-0.007691643136265141,-0.0008494106107943453,-0.012062452079066095,0.007061036128892564,-0.0038363190126542357
1527169496.7,0.15014977285007736,0.21630421835302643,-0.09599998950958251,-0.03570000290870663,-0.04239990234375015,0.0019200000632554294,0.0055000000074505815,-0.005860000029206276,0.024159974916665855,0.020788891171530686,-0.0049536112932877345,-0.0035072047908532703,-0.003577599541087595,-0.007836903915674286,0.012209791972696855,0.0007520971874372261
1527169496.8,0.1354566706297603,0.20211908704474088,-0.0997999906539917,-0.024500001668930016,-0.024199905395507957,0.0017000000271946193,0.005140000022947789,-0.005460000038146973,0.02281569897573018,0.02257239944138967,-0.004364259923245785,-0.0035287494370235617,-0.0021619284058944106,-0.011394386191865741,0.011276410162039445,0.004492192268489764
1527169496.9,0.15414508653474362,0.1981028793661719,-0.139599986076355,-0.02229999899864193,-0.035199966430664205,0.0011000000033527613,0.0061000000685453425,-0.004780000001192093,0.0411144545956484,0.03956099698688609,-0.0061068819204157035,-0.012236077275073136,0.003301429224631839,-0.013271476015021471,0.017909238972483144,-0.012666242825619203
1527169497.0,0.15572273223616903,0.19824909981548805,-0.1331999921798706,-0.0005000007152557023,-0.0566000366210939,0.001320000011473894,0.006260000169277192,-0.004579999968409539,0.06725879034585924,0.07566813004434095,0.002599348436559585,-0.016011746434003077,0.008954562790934387,-0.018034489187212434,0.002904922587356279,0.02599449510852561
1527169497.1,0.14561623410707025,0.19039477021498455,-0.1153999948501587,-0.012299998998641934,-0.05720008850097671,0.0013400000147521496,0.006380000263452529,-0.0037999999895691875,0.11254443376869787,0.10931593810853582,0.021598293204986185,-0.015533417896192676,0.017483462321031183,-0.021332497153288187,-0.03585577241734859,0.0261378915612146
1527169497.2,0.15441196211676733,0.19290088027369034,-0.0915999937057495,-0.026899999380111665,-0.07560012817382827,0.0014000000059604645,0.006440000236034393,-0.0038800000026822097,0.11210700390026733,0.12743803213699903,0.023975889878992355,-0.016649710214229823,0.01884854962368903,-0.0343362724509518,-0.036669508007177554,0.04153664126276217
1527169497.3,0.13631397742456136,0.1932985906768592,-0.0815999937057495,-0.013899999856948817,-0.05640007019042983,0.0010800000093877315,0.006460000202059746,-0.003979999981820584,0.15201009359912893,0.16939781569084233,0.013157541406904196,-0.00474983615892598,0.011679852635141614,-0.02817265033662786,-0.005643808694924833,0.07215030907523087
1527169497.4,0.1232469717055399,0.19650314848731712,-0.06480000019073485,-0.019500001668930025,-0.03860000610351577,0.0010400000028312208,0.006460000202059746,-0.004239999987185002,0.20026210599699135,0.20749397977870945,0.003906398613557623,0.02703240840870243,-0.0031312817409572414,-0.02064793737471831,0.015680907667476183,0.13807989579642507
1527169497.5,0.13748380186509734,0.17753431273718298,-0.022400002479553205,-0.018099998235702484,0.019400024414062363,0.00040000000968575477,0.005720000118017197,-0.0038600000366568565,0.24558103221280625,0.21367269219028273,-0.002204028016879072,0.058001464232291924,-0.02043813313608145,-0.0074232031106924445,0.02186429978414503,0.14664485609589992
1527169497.6,0.13492418582975663,0.18530553370872457,-0.0025999975204467583,0.005900002717971836,0.029800033569335797,0.00018000000622123477,0.005920000076293946,-0.004240000024437905,0.2738757296834615,0.24160354710249293,-0.019907799673915837,0.08991393287844057,-0.0388200733292485,0.00821438618172408,0.05587899411321606,0.20981443578087228
1527169497.7,0.11508314344870509,0.20263211244569146,-0.00639999866485594,0.04130000233650211,0.04800003051757799,0.0002200000127777457,0.006780000030994415,-0.004079999998211861,0.3704665105814518,0.31237475859537756,-0.03398734427689278,0.13003278079823416,-0.039439225679505065,0.01633978289360409,0.07960156349133532,0.2821515213788112
1527169497.8,0.11487215631347505,0.20538041689352252,-0.006999993324279771,0.03870000481605534,0.05800003051757799,0.00046000003349035975,0.006800000071525573,-0.004179999977350235,0.42672977819432867,0.33393154431668415,-0.039722869642018835,0.1550077654739174,-0.033740485674052266,0.024364178135999063,0.07833517413086025,0.3092147141453674
1527169497.9,0.10369844925147101,0.2081138634706121,0.0016000127792358577,0.049700006246566814,0.04639999389648424,0.00034000003244727845,0.006759999990463257,-0.004419999942183494,0.474941569555726,0.35778201959629574,-0.01085341514562263,0.1745425348311314,-0.011042747060445893,0.04309662449497492,0.0009818829030879689,0.3220395345847411
1527169498.0,0.09642999040183839,0.23271072467778542,-0.038999981880187974,0.03150000452995304,-0.03139999389648452,0.0011600000178441407,0.007799999937415123,-0.0046999999135732655,0.4807414482566926,0.3940170075193427,-0.0005479522205315505,0.1748413699600792,0.01143440665262838,0.020429027400560452,-0.024646131565228394,0.35007559427000057
