,robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z
1526716338.84,0.14513085209490423,0.44330574310874626,-0.09689999580383296,0.032400002479553255,-0.028200073242187505,0.009560000002384186,0.013639999926090243,0.0059600000828504566,0.04273228942767303,0.0268889483375128,0.001295961398644969,-0.007346740974452093,-0.00032431957074421274,0.000761082953453578,-0.0051952505616159285,-0.0090204720822721
1526716338.94,0.12695911926635425,0.4579003409488599,-0.05750000953674313,0.04220000267028812,-0.05800003051757813,0.009819999933242798,0.013860000073909761,0.006640000119805336,0.05075974229402687,0.02956830717197719,0.0054891234510107325,-0.004418511899330678,0.001492853761530888,-0.0018237789203121835,-0.01298412674211643,-0.005177167804366908
1526716339.04,0.13441878435690763,0.4675567732619253,-0.04130000114440915,0.06400000095367435,-0.06800003051757812,0.00989999994635582,0.01393999993801117,0.007500000074505807,0.05197299374463779,0.03139970417353335,0.003270732306879496,-0.006575474490544172,-0.0013196732237953195,-0.0012192867087106986,-0.006680028105874401,-0.009580876386296995
1526716339.14,0.172064401673591,0.4766152789011493,-0.07090001106262203,0.09500000238418582,-0.07320007324218751,0.009999999850988388,0.014119999706745148,0.007960000038146973,0.046007417244422255,0.026250499097399516,0.0008836118308761483,-0.002849390499038525,-0.0016371486324098412,0.0011557540611908388,-0.00137090088091884,-0.004471200748752343
1526716339.24,0.17053360808392384,0.48393741560511166,-0.05570000648498532,0.06920000076293947,-0.0870001220703125,0.010099999904632569,0.014139999747276307,0.00848000004887581,0.03847524513029762,0.02481938634383621,0.0024169570907195763,0.0012236008423565721,-0.000412860785022855,0.0021506924548444655,-0.004733268137449083,-0.004787056909299
1526716339.34,0.13555979794275516,0.48072320081842623,-0.03789999961853024,0.04740000247955325,-0.039600067138671875,0.009819999933242798,0.013840000033378602,0.009000000059604645,0.04408129301631748,0.028348958873135897,0.0011108191815884143,-0.0013294397299426115,0.0021311242201243136,-0.0034566444979093553,-0.0037461192942079584,-0.004010022714387794
1526716339.44,0.12191126056596785,0.4747812526046668,-0.03769999504089352,0.0388000011444092,-0.027600097656250006,0.009780000001192094,0.013740000128746033,0.008680000007152558,0.05684105034180641,0.03094149494471006,-0.0010360920521173829,0.0054494056258978015,-0.00011751636971580768,0.0007528775980170286,0.0031046658522973867,0.0017175368375628892
1526716339.54,0.1003808819663552,0.47623975141423003,-0.04130000114440915,0.010800004005432153,-0.01860008239746094,0.009800000041723253,0.013860000073909761,0.008579999953508378,0.05604079388012996,0.029191091954219074,-0.0003975689955887968,0.00401151236017142,0.0013409348593430251,-0.0042157217465579955,0.0008727441444015417,0.003751459165567779
1526716339.64,0.07095955036569382,0.4719191089738932,-0.017899999618530237,-0.025999996662139875,-0.009400024414062501,0.00982000008225441,0.013680000305175782,0.00846000000834465,0.052570020797708665,0.029468781188751125,-0.00206659656084039,0.0044909610440971096,4.1700884693865025e-05,-0.0075690349770064,0.00652926250295675,0.005549350039326707
1526716339.74,0.0733804296782691,0.46035219514642356,-0.02210000038146969,0.0060000038146972925,0.005800018310546874,0.009760000109672547,0.013540000319480897,0.007660000026226044,0.05787515252125844,0.029058475216661123,-0.001436525725034176,0.00021345390263231064,0.0024613594717611455,-0.013368781864746665,0.003955914817668491,0.008853666849640493
